Frequency,Mean_Amplitude,Std_Amplitude,Mean_FFT_Magnitude,Std_FFT_Magnitude,Skew_Amplitude,Kurt_Amplitude,Skew_Phase,Kurt_Phase,Cyclo_Autocorr,Spectral_Entropy,PAPR,Band_Energy_Ratio
144000000.0,0.04658516372243563,0.019371025264263153,11.361180620030217,23.198381500488225,0.3297863181734558,3.6225097807377367,0.05972102179207004,1.7907560509708331,331.81236775716144,17.701410850666974,17.947931224176163,0.49477979828733926
144100000.0,0.04355175172289213,0.017692627385258675,10.921908404959694,21.447443956584845,0.21535673455184523,2.8033064479772443,-0.00013003431878152918,1.798435769494833,290.0964660644531,17.69038716072291,8.360752381210695,0.48937122690386925
144200000.0,0.041499496748050056,0.016704516485333443,10.847604383520585,20.17286394125962,0.21342334277137054,2.8205444611527835,0.0015236838818257512,1.799302954146054,263.3952331542969,17.692969583710667,8.416959542970273,0.48845854398707717
144300000.0,0.04005552579959234,0.016139402364691097,10.710731673915127,19.343184645179722,0.21428112670077004,2.8130338040161167,-0.000652094805640875,1.8006225205106139,245.3526153564453,17.698055966432523,7.759406371999745,0.48802878285212464
144400000.0,0.03964776669939359,0.01587485335767269,10.610367906461514,19.11959586521304,0.20925918187338136,2.812147124595661,0.00011835455895935296,1.7997622596379965,240.37847391764322,17.70427069303086,7.346119251951646,0.4882808374669338
144500000.0,0.04020830119649569,0.01583835482597351,10.571988619266532,19.437119273750422,0.1947940208768826,2.822380765579146,-0.0020410858904314367,1.8001068733371284,247.2442423502604,17.707262565300862,7.789350518343141,0.4883177957019731
144600000.0,0.04052456965049108,0.01569076192875703,10.476725939461025,19.62858367068331,0.1831792405596295,2.8260078800516912,0.0009229090386145342,1.802089277358905,251.14541625976562,17.724854708585898,7.226884861719806,0.49096855173628334
144700000.0,0.039711251854896545,0.01555725745856762,10.425808579841723,19.187114707823074,0.19262921846508863,2.825668360146802,0.0020417946268849432,1.8011474085268944,241.15604146321616,17.727961953553812,7.050759233688798,0.49099374765056125
144800000.0,0.03627453496058782,0.015020588412880898,10.303016208511266,17.26063540997585,0.24529740026028102,2.8126969469222662,-0.0018781668382579966,1.7969890495786638,201.2049306233724,17.74238789967513,7.8667954004183125,0.49565851643554404
144900000.0,0.030526547382275265,0.014125531849761805,10.240416299921561,13.84639806914543,0.383702945179976,2.8582521640954237,0.00965132289652819,1.7943935716470278,142.46720377604166,17.750942178256633,9.990408714517637,0.49753085655922663
145000000.0,0.026235449438293774,0.013340841668347517,10.357795248881732,10.945467997821803,0.5566540133825422,3.0375083142921593,-0.038687192990006336,1.807299591399478,105.25896453857422,17.734746849756995,10.87687661982349,0.5025919998076126
145100000.0,0.05686128263672193,0.014050702564418316,10.644458647390756,26.422775152079428,0.07708390175886204,4.9759044588479595,0.058100865798551136,1.9909542881576938,872.4799957275391,17.597734378128212,10.811495983854838,0.5114623641992034
145200000.0,0.023863835881153744,0.012844831061859926,10.47093528516354,8.94824304107514,1.0922627945247376,6.586982273109119,0.0829714662496055,1.860711437951939,88.33392588297527,17.71462894650479,19.520836081129733,0.5022087306857134
145300000.0,0.02201636570195357,0.011439046822488308,10.241855811879772,7.514805634614099,0.6351765115473502,3.1928949012521026,-0.10217092579372311,1.8660835219043037,74.14093017578125,17.74734179185135,13.107829829483437,0.5091633986698411
145400000.0,0.02245701973636945,0.011648056718210379,10.349389328919079,7.788479373705261,0.6282378693063629,3.187785965734299,0.03567357276280631,1.8069993468311232,77.1232198079427,17.742934524874794,11.966233527000384,0.5148349398223806
145500000.0,0.022382742414871853,0.011592895723879337,10.273515907634053,7.811185806320313,0.6294009739306143,3.19586923155369,-0.001914134502113503,1.8122278153622364,76.62403106689453,17.74021279877225,12.04826448636291,0.5169207538155179
145600000.0,0.022271110365788143,0.011528716422617435,10.24766863657427,7.736318033255805,0.6282320585751816,3.182670925156313,-0.005932367621071834,1.8203680830382172,75.8396987915039,17.742999846227317,13.024565880810632,0.5193535768679608
145700000.0,0.022353205208977062,0.011607191214958826,10.331753522964952,7.717305816747853,0.6341925825780247,3.199093519849414,0.020553041239573404,1.8211503526768684,76.43242899576823,17.742101850137082,12.781763798551985,0.5184248678440289
145800000.0,0.023028384894132614,0.011966565313438574,10.443058748983711,8.21568982492373,0.6306749310851477,3.1901147978004936,0.031734632950604004,1.8011815572132421,81.0987040201823,17.725074181849767,13.136919757282831,0.5270790686362776
145900000.0,0.02383424590031306,0.012349582898120085,10.49856496600539,8.869943559645312,0.6195011231944544,3.156337532996188,-0.006424054401783019,1.805074751368687,86.86834208170573,17.708615894971366,11.083010406135386,0.5317368059490348
146000000.0,0.024395059173305828,0.012637629173696041,10.56258128203293,9.289843751746462,0.6122587014395874,3.1427016676333643,-0.015558266436202587,1.7922093128835606,91.03172047932942,17.697921772491853,13.35956727740438,0.5334012187369205
420000000.0,0.017999231815338135,0.009338477936883768,8.53871235311331,5.905770717190374,0.6585871108736673,3.212605656974521,-0.007044136537778336,1.7906027883653362,49.53454335530599,17.742741282830053,12.441736135478088,0.5184694520067601
420100000.0,0.01809479482471943,0.009378801410396894,8.52018370277338,6.024633686130218,0.6547435902802258,3.2013206427927954,-0.0011091337579871912,1.8033380315435732,50.07320912679037,17.738787933773708,12.612814050694643,0.5148041637122044
